input,itemsJson,totalKcal,mealType,timeOffset
plain whole milk yogurt g100 + raspberries 200g + raw english walnut halves 15 grams + rolled whole grain oats g70 breakfast 6h ago,"[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",547,breakfast,-PT6H
tbsp2 commercial hummus + 100 g raw romaine lettuce + whole wheat bread 2slice + 2slice swiss cheese -6h,"[{""name"":""hummus, commercial"",""quantity"":2,""unit"":""tablespoon"",""kcal"":78},{""name"":""lettuce, romaine, green, raw"",""quantity"":100,""unit"":""g"",""kcal"":17},{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":163},{""name"":""cheese, swiss"",""quantity"":2,""unit"":""slice"",""kcal"":86}]",344,unknown,-PT6H
3tbsp commercial hummus + raw romaine lettuce 150 grams + 1slice white bread + 2 slices cheddar cheese lunch,"[{""name"":""hummus, commercial"",""quantity"":3,""unit"":""tablespoon"",""kcal"":116},{""name"":""lettuce, romaine, green, raw"",""quantity"":150,""unit"":""g"",""kcal"":26},{""name"":""bread, white, commercially prepared"",""quantity"":1,""unit"":""slice"",""kcal"":74},{""name"":""cheese, cheddar"",""quantity"":2,""unit"":""slice"",""kcal"":139}]",355,lunch,PT0M
200 g plain nonfat yogurt + 200 grams raspberries + 20 g raw english walnut halves + rolled whole grain oats 50g,"[{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",528,unknown,PT0M
ate commercial hummus 3tbsp + raw roma tomato 50g + white bread 2slice + 2 slices swiss cheese lunch 24d ago,"[{""name"":""hummus, commercial"",""quantity"":3,""unit"":""tablespoon"",""kcal"":116},{""name"":""tomato, roma"",""quantity"":50,""unit"":""g"",""kcal"":9},{""name"":""bread, white, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":147},{""name"":""cheese, swiss"",""quantity"":2,""unit"":""slice"",""kcal"":86}]",358,lunch,-P24D
ate raw peanuts g30 + 100 g blueberries + 30g rolled whole grain oats + 1 cup 2% cottage cheese snack -20h,"[{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114},{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":1,""unit"":""cup"",""kcal"":185}]",521,snack,-PT20H
200 g plain nonfat yogurt + blueberries 200 g + raw english walnut halves g15 + 50 gr rolled whole grain oats snack,"[{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",506,snack,PT0M
ate tbsp1 commercial hummus + raw cucumber with peel 50g + white bread slice2 + cheddar cheese slice1 snack,"[{""name"":""hummus, commercial"",""quantity"":1,""unit"":""tablespoon"",""kcal"":39},{""name"":""cucumber, with peel, raw"",""quantity"":50,""unit"":""g"",""kcal"":7},{""name"":""bread, white, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":147},{""name"":""cheese, cheddar"",""quantity"":1,""unit"":""slice"",""kcal"":69}]",262,snack,PT0M
200 gr plain nonfat yogurt + 150 g raspberries + raw peanuts 15 g + rolled whole grain oats 30g snack,"[{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""peanuts, raw"",""quantity"":15,""unit"":""g"",""kcal"":83},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",374,snack,PT0M
plain nonfat yogurt g150 + 200g red delicious apple + whole raw almonds 30 g + 50 grams rolled whole grain oats breakfast 30d ago,"[{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",563,breakfast,-P30D
plain nonfat greek yogurt 200 grams + raspberries 150 grams + raw english walnut halves 30g + g50 rolled whole grain oats breakfast,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":122},{""name"":""raspberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":77},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",592,breakfast,PT0M
2slice whole wheat bread + 2 slices american cheese + g50 raw roma tomato + 2tbsp commercial hummus +1d,"[{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":163},{""name"":""cheese, american, restaurant"",""quantity"":2,""unit"":""slice"",""kcal"":120},{""name"":""tomato, roma"",""quantity"":50,""unit"":""g"",""kcal"":9},{""name"":""hummus, commercial"",""quantity"":2,""unit"":""tablespoon"",""kcal"":78}]",370,unknown,P1D
2% cottage cheese 0.5 cups + g200 red delicious apple + 15g whole raw almonds + rolled whole grain oats 70 grams breakfast,"[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":0.5,""unit"":""cup"",""kcal"":92},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",569,breakfast,PT0M
2% cottage cheese cup0.5 + 150g strawberries + g30 whole raw almonds + 70 gr rolled whole grain oats breakfast,"[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":0.5,""unit"":""cup"",""kcal"":92},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",579,breakfast,PT0M
100g plain whole milk yogurt + 100 grams blueberries + raw english walnut halves g15 + 50 gr rolled whole grain oats -25d,"[{""name"":""yogurt, plain, whole milk"",""quantity"":100,""unit"":""g"",""kcal"":77},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",425,unknown,-P25D
30g rolled whole grain oats + strawberries 150 gr + 15 g whole raw almonds + 200 g plain whole milk yogurt snack,"[{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114},{""name"":""strawberries, raw"",""quantity"":150,""unit"":""g"",""kcal"":47},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88},{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155}]",404,snack,PT0M
ate plain nonfat yogurt 150 grams + strawberries 200 grams + g30 whole raw almonds + rolled whole grain oats 30 gr breakfast,"[{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75},{""name"":""strawberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":62},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",426,breakfast,PT0M
commercial hummus tbsp2 + 150g raw romaine lettuce + white bread 1slice + cheddar cheese slice2 snack 2h ago,"[{""name"":""hummus, commercial"",""quantity"":2,""unit"":""tablespoon"",""kcal"":78},{""name"":""lettuce, romaine, green, raw"",""quantity"":150,""unit"":""g"",""kcal"":26},{""name"":""bread, white, commercially prepared"",""quantity"":1,""unit"":""slice"",""kcal"":74},{""name"":""cheese, cheddar"",""quantity"":2,""unit"":""slice"",""kcal"":139}]",317,snack,-PT2H
100 gr plain nonfat greek yogurt + 200 gr blueberries + raw english walnut halves 20g + 30 grams rolled whole grain oats 426 cal breakfast -13h,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",426,breakfast,-PT13H
ate cup1 2% cottage cheese + 200g red delicious apple + raw peanuts g30 + rolled whole grain oats 50g -24d,"[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":1,""unit"":""cup"",""kcal"":185},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",663,unknown,-P24D
plain nonfat greek yogurt 200g + red delicious apple g150 + rolled whole grain oats 50g + 20 gr whole raw almonds bf,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":122},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117}]",521,breakfast,PT0M
plain whole milk yogurt 200 g + blueberries 100 gr + whole raw almonds 15 grams + 70 g rolled whole grain oats 565 cal breakfast,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",565,breakfast,PT0M
100 grams plain nonfat greek yogurt + 100 g blueberries + 15 g raw english walnut halves + rolled whole grain oats 50g kcal409,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""blueberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":57},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",409,unknown,PT0M
g70 rolled whole grain oats + 100 g red delicious apple + 15g raw english walnut halves + 200 g plain whole milk yogurt bf 25d ago,"[{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265},{""name"":""apples, red delicious, with skin, raw"",""quantity"":100,""unit"":""g"",""kcal"":62},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155}]",584,breakfast,-P25D
ate plain whole milk yogurt 200 grams + blueberries 200 grams + 20g whole raw almonds + rolled whole grain oats 70 g bf,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""blueberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":115},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",652,breakfast,PT0M
ate plain nonfat greek yogurt g150 + g100 strawberries + g15 raw english walnut halves + g50 rolled whole grain oats snack,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",414,snack,PT0M
ate commercial hummus tbsp2 + raw roma tomato g150 + 1slice white bread + 1 slice swiss cheese lunch 17h ago,"[{""name"":""hummus, commercial"",""quantity"":2,""unit"":""tablespoon"",""kcal"":78},{""name"":""tomato, roma"",""quantity"":150,""unit"":""g"",""kcal"":28},{""name"":""bread, white, commercially prepared"",""quantity"":1,""unit"":""slice"",""kcal"":74},{""name"":""cheese, swiss"",""quantity"":1,""unit"":""slice"",""kcal"":43}]",223,lunch,-PT17H
150 grams plain nonfat greek yogurt + red delicious apple 200 grams + 30 g raw english walnut halves + rolled whole grain oats g70 breakfast -4h,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":30,""unit"":""g"",""kcal"":204},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",685,breakfast,-PT4H
plain whole milk yogurt 200 g + whole raw almonds 20 gr + 200 gr raspberries + 30 gr rolled whole grain oats kcal489 bf tomorrow,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""nuts, almonds, whole, raw"",""quantity"":20,""unit"":""g"",""kcal"":117},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",489,breakfast,P1D
g100 plain nonfat greek yogurt + 200 gr raspberries + 20 g raw english walnut halves + rolled whole grain oats 70 grams snack 16d ago,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":100,""unit"":""g"",""kcal"":61},{""name"":""raspberries, raw"",""quantity"":200,""unit"":""g"",""kcal"":103},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",565,snack,-P16D
ate 150g plain nonfat greek yogurt + g100 strawberries + 30g raw peanuts + rolled whole grain oats 30g 23d ago,"[{""name"":""yogurt, greek, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":92},{""name"":""strawberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":31},{""name"":""peanuts, raw"",""quantity"":30,""unit"":""g"",""kcal"":165},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",402,unknown,-P23D
0.5cup 2% cottage cheese + red delicious apple 200 grams + 15 g raw english walnut halves + 30 gr rolled whole grain oats bf,"[{""name"":""cheese, cottage, lowfat, 2% milkfat"",""quantity"":0.5,""unit"":""cup"",""kcal"":92},{""name"":""apples, red delicious, with skin, raw"",""quantity"":200,""unit"":""g"",""kcal"":124},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":15,""unit"":""g"",""kcal"":102},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",432,breakfast,PT0M
1tbsp commercial hummus + g50 raw cucumber with peel + 2 slices whole wheat bread + 2 slices swiss cheese lunch,"[{""name"":""hummus, commercial"",""quantity"":1,""unit"":""tablespoon"",""kcal"":39},{""name"":""cucumber, with peel, raw"",""quantity"":50,""unit"":""g"",""kcal"":7},{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":163},{""name"":""cheese, swiss"",""quantity"":2,""unit"":""slice"",""kcal"":86}]",295,lunch,PT0M
2 slices whole wheat bread + 1slice ham + slice2 swiss cheese + raw romaine lettuce 100 gr lunch,"[{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":2,""unit"":""slice"",""kcal"":163},{""name"":""ham, sliced, pre-packaged, deli meat (96%fat free, water added)"",""quantity"":1,""unit"":""slice"",""kcal"":14},{""name"":""cheese, swiss"",""quantity"":2,""unit"":""slice"",""kcal"":86},{""name"":""lettuce, romaine, green, raw"",""quantity"":100,""unit"":""g"",""kcal"":17}]",280,lunch,PT0M
ate plain nonfat yogurt 200 g + raspberries 100 g + whole raw almonds 15 g + 70g rolled whole grain oats,"[{""name"":""yogurt, plain, nonfat"",""quantity"":200,""unit"":""g"",""kcal"":100},{""name"":""raspberries, raw"",""quantity"":100,""unit"":""g"",""kcal"":51},{""name"":""nuts, almonds, whole, raw"",""quantity"":15,""unit"":""g"",""kcal"":88},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":70,""unit"":""g"",""kcal"":265}]",504,unknown,PT0M
plain whole milk yogurt 200g + red delicious apple 150 g + 30g whole raw almonds + g50 rolled whole grain oats snack -14d,"[{""name"":""yogurt, plain, whole milk"",""quantity"":200,""unit"":""g"",""kcal"":155},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""nuts, almonds, whole, raw"",""quantity"":30,""unit"":""g"",""kcal"":175},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":50,""unit"":""g"",""kcal"":189}]",612,snack,-P14D
150g plain nonfat yogurt + red delicious apple 150g + raw english walnut halves g20 + rolled whole grain oats 30 gr -15h,"[{""name"":""yogurt, plain, nonfat"",""quantity"":150,""unit"":""g"",""kcal"":75},{""name"":""apples, red delicious, with skin, raw"",""quantity"":150,""unit"":""g"",""kcal"":93},{""name"":""nuts, walnuts, english, halves, raw"",""quantity"":20,""unit"":""g"",""kcal"":136},{""name"":""oats, whole grain, rolled, old fashioned"",""quantity"":30,""unit"":""g"",""kcal"":114}]",418,unknown,-PT15H
2 slices swiss cheese + raw romaine lettuce g100 + whole wheat bread 1slice + 2 slices ham -7h,"[{""name"":""cheese, swiss"",""quantity"":2,""unit"":""slice"",""kcal"":86},{""name"":""lettuce, romaine, green, raw"",""quantity"":100,""unit"":""g"",""kcal"":17},{""name"":""bread, whole-wheat, commercially prepared"",""quantity"":1,""unit"":""slice"",""kcal"":82},{""name"":""ham, sliced, pre-packaged, deli meat (96%fat free, water added)"",""quantity"":2,""unit"":""slice"",""kcal"":29}]",214,unknown,-PT7H
