input,activityName,averageHeartRate,kcal,distance,distanceUnit,duration,elevationGain,pace,poolLength,poolLengthUnit,speed,steps,swimLengths
treadmill 46min 57sec 116bpm 5.08k,Treadmill,116,,5.08,km,2817000,,554.53,,,6.49,,
walk +6.1m 34.1min 281kcal,Walk,,281,,,2046000,6.1,,,,,,
walk kcal118 steps1.36k 111b gain27.43m min13,Walk,111,118,,,780000,27.43,,,,,1360,
walk b103 kcal319 +15.24m 37.5min steps4.18k,Walk,103,319,,,2250000,15.24,,,,,4180,
run 127 bpm 71.2min,Run,127,,,,4272000,,,,,,,
walk 248kcal 3.15ksteps 97bpm 32m26s,Walk,97,248,,,1946000,,,,,,3150,
run 10550m 134 bpm 2h 11min 49sec gain411.18m steps9587 1478kcal,Run,134,1478,10.55,km,7909000,411.18,749.67,,,4.8,9587,
walk 248kcal 33m17s steps3.69k,Walk,,248,,,1997000,,,,,,3690,
walk +18.29m 32min 26sec kcal252,Walk,,252,,,1946000,18.29,,,,,,
walk 98kcal step1014 11min 6sec 112bpm,Walk,112,98,,,666000,,,,,,1014,
walk 6.1m gain hr102 kcal90 step737 12.8,Walk,102,90,,,768000,6.1,,,,,737,
treadmill 669kcal km6.99 hr96 1h 52min 29sec,Treadmill,96,669,6.99,km,6749000,,965.52,,,3.73,,
walk kcal328 b110 36.7min,Walk,110,328,,,2202000,,,,,,,
walk min10 step929,Walk,,,,,600000,,,,,,929,
run 2h 45min 25sec kcal1740 15.47k steps 125 bpm,Run,125,1740,,,9925000,,,,,,15470,
run 597kcal 54.5 elev164.9m km5.59,Run,,597,5.59,km,3270000,164.9,584.97,,,6.15,,
run b126 km11.33 +417.58m 1h 57min 36sec step9934 kcal1206,Run,126,1206,11.33,km,7056000,417.58,622.77,,,5.78,9934,
run kcal1197 11.48 km 7018s 10.67ksteps,Run,,1197,11.48,km,7018000,,611.32,,,5.89,10670,
walk 12.19m gain 35min kcal260 hr94,Walk,94,260,,,2100000,12.19,,,,,,
walk steps753 67kcal 12 min,Walk,,67,,,720000,,,,,,753,
walk 91kcal 13min 40sec elev6.1m step866 97b,Walk,97,91,,,820000,6.1,,,,,866,
walk kcal274 36min 41sec 9.14m gain 89hr,Walk,89,274,,,2201000,9.14,,,,,,
walk sec1434 92b step1872 171kcal,Walk,92,171,,,1434000,,,,,,1872,
bike kcal60 43 min hr140,Bike,140,60,,,2580000,,,,,,,
walk kcal276 34m59s,Walk,,276,,,2099000,,,,,,,
walk 75kcal 10.2min bpm103 gain6.1m,Walk,103,75,,,612000,6.1,,,,,,
walk avg99 1h 13min 24sec steps5.74k,Walk,99,,,,4404000,,,,,,5740,
walk 20 min 146kcal,Walk,,146,,,1200000,,,,,,,
walk hr100 10min 14sec,Walk,100,,,,614000,,,,,,,
walk step4008 36min kcal382,Walk,,382,,,2160000,,,,,,4008,
run 117b 5562s,Run,117,,,,5562000,,,,,,,
run 7.92k kcal829 1h18m50s,Run,,829,7.92,km,4730000,,597.22,,,6.03,,
run mi6.39 9128steps avg124 gain326.14m 1h41m51s kcal1062,Run,124,1062,10.28,km,6111000,326.14,594.24,,,6.06,9128,
run km11.83 2h6m16s 495.3m gain step10972,Run,,,11.83,km,7576000,495.3,640.41,,,5.62,10972,
walk 34.1min kcal271,Walk,,271,,,2046000,,,,,,,
walk 3.96ksteps 3072s,Walk,,,,,3072000,,,,,,3960,
walk 35.8 4034 steps,Walk,,,,,2148000,,,,,,4034,
run kcal1466 mi8.18 155 min,Run,,1466,13.16,km,9300000,,706.45,,,5.1,,
run 2.84ksteps 32.7min kcal303 1.81mi,Run,,303,2.91,km,1962000,,673.55,,,5.34,2840,
walk 34min up12.19m kcal258 hr90,Walk,90,258,,,2040000,12.19,,,,,,
walk 3658steps kcal272 33.3min,Walk,,272,,,1998000,,,,,,3658,
walk 33m17s 92 bpm steps3737 elev15.24m kcal257,Walk,92,257,,,1997000,15.24,,,,,3737,
walk 38min 24sec 3.68k steps bpm81,Walk,81,,,,2304000,,,,,,3680,
walk 4.43k steps b98 44min 351kcal,Walk,98,351,,,2640000,,,,,,4430,
walk min35 103bpm 306kcal,Walk,103,306,,,2100000,,,,,,,
walk 32min 111hr kcal335,Walk,111,335,,,1920000,,,,,,,
walk sec2406 steps4393 bpm76 kcal341,Walk,76,341,,,2406000,,,,,,4393,
walk 111b kcal100 11.9min,Walk,111,100,,,714000,,,,,,,
sport 23m2s 153kcal b100,Sport,100,153,,,1382000,,,,,,,
walk hr105 step794 elev9.14m 11 min kcal86,Walk,105,86,,,660000,9.14,,,,,794,
run kcal1482 step13161 13.81 km 2h 37min 40sec,Run,,1482,13.81,km,9460000,,685.01,,,5.26,13161,
run 11.34k 2h 3min 20sec,Run,,,11.34,km,7400000,,652.56,,,5.52,,
run 798kcal 8.06k steps 84.8 mi5.23 gain362.1m b110,Run,110,798,8.42,km,5088000,362.1,604.5,,,5.96,8060,
sport kcal118 1.45k steps 21.3min b67,Sport,67,118,,,1278000,,,,,,1450,
run 167.8min 1627kcal 15.76k 117 bpm,Run,117,1627,15.76,km,10068000,,638.83,,,5.64,,
walk 33m17s 15.24m gain bpm113 kcal316,Walk,113,316,,,1997000,15.24,,,,,,
walk 38min 52sec 95bpm up60.96m 322kcal,Walk,95,322,,,2332000,60.96,,,,,,
walk 66kcal hr89 sec615,Walk,89,66,,,615000,,,,,,,
walk 11.9 b88 steps1.08k,Walk,88,,,,714000,,,,,,1080,
walk 58min 2sec steps3.98k up21.34m 92b 373kcal,Walk,92,373,,,3482000,21.34,,,,,3980,
walk 112 bpm 2.72ksteps 299kcal gain18.29m 1997sec,Walk,112,299,,,1997000,18.29,,,,,2720,
walk 34min 8sec kcal310 up64.01m 3.67ksteps,Walk,,310,,,2048000,64.01,,,,,3670,
walk 97bpm 4.23ksteps sec2458,Walk,97,,,,2458000,,,,,,4230,
sport kcal236 33.3min,Sport,,236,,,1998000,,,,,,,
run 173.2min 1503kcal 13.07km hr112 steps12.76k +231.95m,Run,112,1503,13.07,km,10392000,231.95,795.1,,,4.53,12760,
walk 11.1min 1.09k steps kcal98,Walk,,98,,,666000,,,,,,1090,
walk 1748 steps bpm105 172kcal 19.6,Walk,105,172,,,1176000,,,,,,1748,
walk 92kcal min13,Walk,,92,,,780000,,,,,,,
walk 97b 573kcal 1h 19min 22sec up30.48m,Walk,97,573,,,4762000,30.48,,,,,,
walk 1h 7min 26sec 551kcal step5990,Walk,,551,,,4046000,,,,,,5990,
run up800.71m 108hr 121.8min km10.83 1128kcal 10047 steps,Run,108,1128,10.83,km,7308000,800.71,674.79,,,5.33,10047,
walk steps5405 447kcal gain33.53m avg104 55.5min,Walk,104,447,,,3330000,33.53,,,,,5405,
walk 1h52m38s step9389,Walk,,,,,6758000,,,,,,9389,
walk 56min kcal436 steps5593 bpm101,Walk,101,436,,,3360000,,,,,,5593,
outdoor bike 48.77m gain 26.4min 131kcal 67hr,Outdoor Bike,67,131,,,1584000,48.77,,,,,,
walk 1.88k steps 23m2s kcal183 102b,Walk,102,183,,,1382000,,,,,,1880,
walk 18m47s 1816 steps 107 bpm kcal160,Walk,107,160,,,1127000,,,,,,1816,
walk kcal165 1433sec,Walk,,165,,,1433000,,,,,,,
walk sec1690 2.28k steps,Walk,,,,,1690000,,,,,,2280,
sport kcal312 min46,Sport,,312,,,2760000,,,,,,,
run km10.87 hr122 10903 steps 7195sec,Run,122,,10.87,km,7195000,,661.91,,,5.44,10903,
sport 16m12s avg122 1.33k steps,Sport,122,,,,972000,,,,,,1330,
run 159.7min kcal1534 avg115 13.58k,Run,115,1534,13.58,km,9582000,,705.6,,,5.1,,
walk steps1571 107bpm up18.29m 126kcal 14m30s,Walk,107,126,,,870000,18.29,,,,,1571,
bike 129bpm 348kcal 79.8min gain90.83m,Bike,129,348,,,4788000,90.83,,,,,,
bike 82min gain549.25m 121 bpm 771kcal,Bike,121,771,,,4920000,549.25,,,,,,
walk +136.85m avg92 min89 steps6.46k kcal578 5.36 km,Walk,92,578,5.36,km,5340000,136.85,996.27,,,3.61,6460,
outdoor bike 1h 15min 57sec avg146 kcal939 elev100.58m,Outdoor Bike,146,939,,,4557000,100.58,,,,,,
walk 9.7km 958kcal sec6887 104 bpm,Walk,104,958,9.7,km,6887000,,710,,,5.07,,
bike up500.48m 1h25m25s,Bike,,,,,5125000,500.48,,,,,,
walk 2h 31min 10sec 7.05 mi,Walk,,,11.35,km,9070000,,799.41,,,4.5,,
bike avg113 1h 44min 46sec kcal414 m33020,Bike,113,414,33.02,km,6286000,,190.37,,,18.91,,
bike km42.18 kcal1235 2h 21min 30sec,Bike,,1235,42.18,km,8490000,,201.28,,,17.89,,
walk 145kcal 20min 28sec,Walk,,145,,,1228000,,,,,,,
walk 56.3 avg104 500kcal 6.28ksteps,Walk,104,500,,,3378000,,,,,,6280,
bike hr138 kcal1053 min111 +623.62m 36840m,Bike,138,1053,36.84,km,6660000,623.62,180.78,,,19.91,,
walk 8697steps 93,Walk,,,,,5580000,,,,,,8697,
bike min114 32070m gain685.8m 127hr kcal538,Bike,127,538,32.07,km,6840000,685.8,213.28,,,16.88,,
walk 47m47s elev88.39m avg106 kcal407,Walk,106,407,,,2867000,88.39,,,,,,
bike sec7881 hr150 up673.91m m38720 kcal1520,Bike,150,1520,38.72,km,7881000,673.91,203.54,,,17.69,,
walk 11min 5sec steps1.01k hr110,Walk,110,,,,665000,,,,,,1010,
aerobic workout 170kcal 18m46s steps1.77k bpm110,Aerobic Workout,110,170,,,1126000,,,,,,1770,
walk 26m27s 97b,Walk,97,,,,1587000,,,,,,,
bike 128.8min 31560 m 1035kcal,Bike,,1035,31.56,km,7728000,,244.87,,,14.7,,
walk 73kcal 615s 596 steps,Walk,,73,,,615000,,,,,,596,
walk 2.18m gain kcal86 790 steps min10,Walk,,86,,,600000,2.18,,,,,790,
walk kcal106 871sec,Walk,,106,,,871000,,,,,,,
walk kcal71 10.2min hr92,Walk,92,71,,,612000,,,,,,,
walk steps942 82kcal elev15.24m 15m22s,Walk,,82,,,922000,15.24,,,,,942,
walk 15.4min 102hr kcal82 steps858,Walk,102,82,,,924000,,,,,,858,
walk kcal94 112bpm 16min 13sec step841 gain15.24m,Walk,112,94,,,973000,15.24,,,,,841,
walk 91kcal step905 15.24m gain b104 18.8,Walk,104,91,,,1128000,15.24,,,,,905,
walk kcal264 bpm104 46.9min,Walk,104,264,,,2814000,,,,,,,
aerobic workout b101 29min,Aerobic Workout,101,,,,1740000,,,,,,,
aerobic workout 27 min kcal164 102 bpm steps2.16k,Aerobic Workout,102,164,,,1620000,,,,,,2160,
walk 15.24m gain steps892 kcal84 106bpm 16 min,Walk,106,84,,,960000,15.24,,,,,892,
walk kcal147 up39.62m 1858steps 24m45s 108 bpm,Walk,108,147,,,1485000,39.62,,,,,1858,
walk steps991 15min 22sec 110b,Walk,110,,,,922000,,,,,,991,
walk steps993 kcal87 15min 21sec,Walk,,87,,,921000,,,,,,993,
walk b105 96kcal 1075s,Walk,105,96,,,1075000,,,,,,,
outdoor bike 1229sec 62kcal avg73,Outdoor Bike,73,62,,,1229000,,,,,,,
walk 103bpm elev15.24m 30min 44sec,Walk,103,,,,1844000,15.24,,,,,,
walk gain6.1m 173kcal 1434sec bpm118 steps2067,Walk,118,173,,,1434000,6.1,,,,,2067,
walk kcal92 15.4min,Walk,,92,,,924000,,,,,,,
walk steps1030 106bpm 17min 4sec,Walk,106,,,,1024000,,,,,,1030,
walk 109kcal 1067 steps 19.6min avg106,Walk,106,109,,,1176000,,,,,,1067,
outdoor bike avg71 23min 54sec 75kcal,Outdoor Bike,71,75,,,1434000,,,,,,,
